camu7: carex muricata, rough sedge
cana2: carex nardina, spike sedge
cane: calamagrostis neglecta, slimstem reedgrass
cane2: carex nebrascensis, nebraska sedge
cane20: carex neomexicana, western sedge
cane3: carex nelsonii, nelson`s sedge
cane6: carex neurophora, alpine nerve sedge
cani10: carex nigella, showy sedge
cani2: carex nigricans, black alpine sedge
cani3: carex nigromarginata, black edge sedge
cani8: castilleja nivea, snow indian paintbrush
cano2: carex norvegica, norway sedge
cano3: carex nova, black sedge
canu14: carex nubicola, cloud sedge
canu3: calochortus nuttallii, sego lily
canu4: carduus nutans, musk thistle, nodding plumeless thistle
caob4: carex obtusata, obtuse sedge
caob7: carex obovoidea, cusick`s sedge
caob9: castilleja oblongifolia, giant red indian paintbrush
caoc2: carex occidentalis, western sedge
caoe: carex oederi, little green sedge
caol: cardamine oligosperma, little western bittercress
caor: carex oreocharis, grassyslope sedge
caor12: cardamine oregona, brewer`s bittercress
caor16: castilleja oregonensis, splitleaf indian paintbrush
caor2: carex ormantha, star sedge
capa10: campanula parryi, parry`s bellflower
capa14: carex pachystachya, chamisso sedge
capa18: carex parryana, parry`s sedge
capa22: carex paupercula, boreal bog sedge
capa25: castilleja pallescens, pale indian paintbrush
capa31: carex paysonis, payson`s sedge
capa39: camissonia parvula, lewis river suncup
capa52: callitriche palustris, vernal water-starwort
capa57: carex parallela, northern bog sedge
capa59: camelina parodii, gold-of-pleasure
cape11: carex peckii, peck`s sedge
cape27: campanula petiolata, bluebell bellflower
cape3: cardamine pensylvanica, pennsylvania bittercress
cape42: carex pellita, woolly sedge
cape5: carex pelocarpa, duskyseed sedge
cape6: carex pensylvanica, pennsylvania sedge
cape7: carex petasata, liddon sedge
caph2: carex phaeocephala, dunhead sedge
caph6: carex phyllomanica, star sedge
caph7: carex physocarpa, rock sedge
caph8: carex +physocarpioides, russet sedge
capi: calamagrostis pickeringii, pickering`s reedgrass
capi14: castilleja pinetorum, wavyleaf indian paintbrush
capi3: castilleja pilosa, parrothead indian paintbrush
capl8: carex platylepis, broadscale sedge
capo: carex podocarpa, shortstalk sedge
capr10: carex proposita, great smoky mountain sedge
capr4: carex praeceptorium, early sedge
capr5: carex praegracilis, clustered field sedge
capr6: carex prairea, prairie sedge
capr7: carex praticola, meadow sedge
capr8: carex preslii, presl`s sedge
caps2: carex pseudoscirpoidea, western singlespike sedge
capu: calamagrostis purpurascens, purple reedgrass
capu10: castilleja pulchella, beautiful indian paintbrush
capu29: cathartolinum puberulum, plains flax
capu6: cardaria pubescens, hairy whitetop
capy3: carex pyrenaica, pyrenean sedge
capy6: carex pyrophila, chamisso sedge
capy7: castilleja pyramidalis, wavyleaf indian paintbrush
caqu2: camassia quamash, small camas
cara: campanula rapunculoides, rampion bellflower
cara13: carex rachillis, nearlyblack sedge
cara6: carex raynoldsii, raynolds` sedge
care23: cardaria repens, lenspod whitetop
care4: carex retrorsa, knotsheath sedge
carh4: castilleja rhexiifolia, splitleaf indian paintbrush
carh5: carex rhomalea, rock sedge
carh9: carex rhynchophysa, northwest territory sedge
cari: carex richardsonii, richardson`s sedge
cari10: cathartolinum rigidum, stiffstem flax
caro: calyptridium roseum, rosy pussypaws
caro16: castilleja roseana, wavyleaf indian paintbrush
caro2: campanula rotundifolia, bluebell bellflower
caro22: carex rosea, rosy sedge
caro27: calamagrostis robertii, northern reedgrass
caro5: carex rossii, ross` sedge
caro6: carex rostrata, beaked sedge
caro7: carex rotundata, round sedge
caru: calamagrostis rubescens, pinegrass
caru22: capsella rubella, shepherd`s purse
caru3: carex rupestris, curly sedge
casa10: carex saxatilis, rock sedge
casa13: campanula sacajaweana, bluebell bellflower
casa2: camelina sativa, gold-of-pleasure
casa3: cannabis sativa, marijuana
casa8: carex sartwellii, sartwell`s sedge
casa9: carex saximontana, rocky mountain sedge
casc: calamagrostis scopulorum, ditch reedgrass
casc10: carex scirpoidea, northern singlespike sedge
casc12: carex scopulorum, mountain sedge
casc15: carex scirpiformis, northern singlespike sedge
casc18: camissonia scapoidea, paiute suncup
casc2: calamagrostis scribneri, bluejoint
case12: calylophus serrulatus, yellow sundrops
case13: calystegia sepium, hedge false bindweed
case22: carex setacea, fox sedge
case23: carex serotina, little green sedge
case25: cathartolinum sedoides, king`s flax
case5: castilleja sessiliflora, downy paintedcup
cash6: carex shriveri, limestone meadow sedge
casi12: carex siccata, dryspike sedge
casi2: carex simulata, analogue sedge
casp5: carex spectabilis, showy sedge
casp7: carex sprengelii, sprengel`s sedge
cast13: campe stricta, garden yellowrocket
cast15: carex stenochlaena, northern singlespike sedge
cast22: carex stevenii, steven`s sedge
cast25: carex stenoptera, brown sedge
cast36: calamagrostis stricta, slimstem reedgrass
cast4: carex stenoptila, riverbank sedge
cast40: carex stenophylla, needleleaf sedge
cast5: carex stipata, owlfruit sedge
cast8: carex stricta, upright sedge
casu12: castilleja sulphurea, sulphur indian paintbrush
casu18: camissonia subacaulis, diffuseflower evening-primrose
casu20: caulanthus sulfureus, field mustard
casu23: carex suksdorfii, water sedge
casu24: carex substricta, water sedge
casu6: carex subfusca, brown sedge
casu7: carex subnigricans, nearlyblack sedge
casv: carex svensonis, star sedge
cata: carex tahoensis, tahoe sedge
cate3: carex tenera, quill sedge
cato14: carex tolmiei, showy sedge
cato17: carex tolmiei, payson`s sedge
cato3: carex torreyi, torrey`s sedge
catr13: castilleja trainii, wyoming indian paintbrush
caui: cardamine uintahensis, heartleaf bittercress
caul2: castilleja uliginosa, giant red indian paintbrush
caul3: campanula uliginosa, marsh bellflower
caum2: calyptridium umbellatum, mt. hood pussypaws
caun2: campanula uniflora, arctic bellflower
caun6: cardamine unijuga, little western bittercress
caun9: carduus undulatus, wavyleaf thistle
caut: carex utriculata, northwest territory sedge
cava3: carex vallicola, valley sedge
cava4: cardamine vallicola, leiberg`s bittercress
cave14: carex venustula, shortstalk sedge
cave2: callitriche verna, vernal water-starwort
cave20: carum velenovskyi, caraway
cave5: carex vernacula, native sedge
cave6: carex vesicaria, blister sedge
cavi12: castilleja viscida, wavyleaf indian paintbrush
cavi5: carex viridula, little green sedge
cavu2: carex vulpinoidea, fox sedge
cavu4: carduus vulgaris, bull thistle
cawh2: castilleja wherryana, wavyleaf indian paintbrush
cayu2: calamagrostis yukonensis, purple reedgrass
cead: cerastium adsurgens, big chickweed
ceal6: cerastium alsophilum, field chickweed
cean: cerastium angustatum, field chickweed
ceap: ceratophyllum apiculatum, coon`s tail
cear4: cerastium arvense, field chickweed
cebe2: cerastium beeringianum, bering chickweed
cebi2: centaurea biebersteinii, spotted knapweed
cebr3: cerastium brachypodum, shortstalk chickweed
ceca12: ceratochloa cathartica, rescuegrass
ceca6: cenchrus carolinianus, mat sandbur
ceca8: cerastium campestre, field chickweed
ceco3: ceratoxalis coloradensis, common yellow oxalis
ceco5: cerastium confertum, field chickweed
cecy2: centaurea cyanus, garden cornflower
cecy3: ceratoxalis cymosa, common yellow oxalis
cede4: ceratophyllum demersum, coon`s tail
cedi3: centaurea diffusa, white knapweed
cedo: celtis douglasii, netleaf hackberry
ceea: cerastium earlei, bering chickweed
ceef: cerastium effusum, field chickweed
ceel: cerastium elongatum, field chickweed
ceex: centaurium exaltatum, desert centaury
cefa: ceratocephala falcata, curveseed butterwort
cefe: ceanothus fendleri, fendler`s ceanothus
cefo2: cerastium fontanum, common mouse-ear chickweed
cefu: cerastium fuegianum, field chickweed
cegr9: cerastium graminifolium, field chickweed
cehe: ceanothus herbaceus, jersey tea
ceho: cerastium holosteoides, big chickweed
ceib: centaurea iberica, iberian knapweed
cein7: cercocarpus intricatus, littleleaf mountain mahogany
cela: celtis laevigata, sugarberry
cela3: cerastium latifolium, field chickweed
cela4: ceratoides lanata, winterfat
cele3: cercocarpus ledifolius, curl-leaf mountain mahogany
celo3: cenchrus longispinus, mat sandbur
celo6: cerastium longepedunculatum, nodding chickweed
cema10: ceratochloa marginata, mountain brome
cema11: ceratochloa marginata, mountain brome
cema2: ceanothus martinii, martin`s ceanothus
cema4: centaurea maculosa, spotted knapweed
cemi: centunculus minimus, chaffweed
cena: centaurium namophilum, springloving centaury
ceni4: cerastium nitidum, field chickweed
cenu2: cerastium nutans, nodding chickweed
cenu3: centaurium nuttallii, desert centaury
ceoc: celtis occidentalis, common hackberry
ceoc4: cerastium occidentale, field chickweed
ceor2: ceratocephala orthoceras, curveseed butterwort
ceor5: cerastium oreophilum, field chickweed
ceov: ceanothus ovatus, jersey tea
cepa15: cerastium patulum, field chickweed
cepe7: cerasus pensylvanica, pin cherry
cepi3: centaurea picris, hardheads
cepo3: ceratochloa polyantha, great basin brome
cepu7: ceanothus pubescens, jersey tea
cepu8: cerasus pumila, great lakes sandcherry
cere2: celtis reticulata, netleaf hackberry
cere6: centaurea repens, hardheads
cesc: celastrus scandens, american bittersweet
cesc2: centaurea scabiosa, greater knapweed
cesc4: cerastium scopulorum, field chickweed
ceso3: centaurea solstitialis, yellow star-thistle
ceso5: cerastium sonnei, field chickweed
cest3: cerastium strictum, field chickweed
cesu3: ceanothus subsericeus, fendler`s ceanothus
cesu4: cerastium subulatum, field chickweed
cete5: ceratocephala testiculata, curveseed butterwort
cete6: cerastium tenuifolium, field chickweed
ceth5: cerastium thermale, field chickweed
cetr10: cerastium triviale, big chickweed
ceun3: ceratochloa unioloides, rescuegrass
ceve: ceanothus velutinus, snowbrush ceanothus
ceve7: cerastium vestitum, field chickweed
cevu: cerastium vulgatum, big chickweed
cewi: ceratochloa willdenowii, rescuegrass
chac3: chenopodium acerifolium, zschack`s goosefoot
chal12: chamaesyce albicaulis, thymeleaf sandmat
chal14: chrysopsis alpicola, alpine false goldenaster
chal16: chlorocrepis albiflora, white hawkweed
chal2: chaenactis alpina, alpine dustymaiden
chal21: chrysopsis alpina, lava aster
chal6: chenopodium albescens, desert goosefoot
chal7: chenopodium album, lambsquarters
cham4: chenopodium amaranticolor, lambsquarters
cham7: chrysopsis amplifolia, rockyscree false goldenaster
chan11: chaenactis angustifolia, douglas` dustymaiden
chan80: chamaenerion angustifolium, fireweed
chan9: chamerion angustifolium, fireweed
chaq: chondrophylla aquatica, moss gentian
char12: chrysopsis arida, hairy false goldenaster
char14: chenopodium aridum, pinyon goosefoot
chas6: cheirinia aspera, sanddune wallflower
chat: chenopodium atrovirens, pinyon goosefoot
chau3: chrysobotrya aurea, golden currant
chba4: chrysopsis bakeri, hairy false goldenaster
chba5: chrysopsis ballardii, hairy false goldenaster
chba6: chrysanthemum balsamita, costmary
chbe4: chenopodium berlandieri, pitseed goosefoot
chbo2: chenopodium botrys, jerusalem oak goosefoot
chbo6: chenopodium botryodes, low goosefoot
chbr4: chaenactis brachiata, douglas` dustymaiden
chbu3: chrysopsis butleri, hairy false goldenaster
chca16: chrysopsis canescens, hoary false goldenaster
chca18: chrysopsis caudata, rockyscree false goldenaster
chca19: cheilanthes cancellata, fendler`s false cloak fern
chca24: chamaepericlymenum canadense, bunchberry dogwood
chca4: chenopodium capitatum, blite goosefoot
chch: chenopodium chenopodioides, low goosefoot
chch10: cheirinia cheiranthoides, wormseed wallflower
chci3: chaenactis cineria, douglas` dustymaiden
chco16: chrysopsis cooperi, alpine false goldenaster
chco17: chrysopsis columbiana, hairy false goldenaster
chcr5: chrysopsis cryptocephala, rockyscree false goldenaster
chcu8: chloris curtipendula, sideoats grama
chda2: chamerion danielsii, fireweed
chda4: chenopodium dacoticum, watson`s goosefoot
chde: chenopodium desiccatum, aridland goosefoot
chde13: chrysopsis depressa, hairy false goldenaster
cher: chamaerhodos erecta, little rose
cher2: chaetopappa ericoides, rose heath
cher4: chondrosum eriopodum, black grama
chfe: cheilanthes feei, slender lipfern
chfe3: chamaesyce fendleri, fendler`s sandmat
chfe5: chlorocrepis fendleri, yellow hawkweed
chfo2: chenopodium foliosum, leafy goosefoot
chfo6: chrysopsis foliosa, hairy false goldenaster
chfr3: chenopodium fremontii, fremont`s goosefoot
chfr6: chondrophylla fremontii, moss gentian
chfr7: chrysothamnus frigidus, rubber rabbitbrush
chfu4: chrysopsis fulcrata, rockyscree false goldenaster
chge2: chamaesyce geyeri, geyer`s sandmat
chgi: chenopodium giganteum, lambsquarters
chgi2: chenopodium gigantospermum, mapleleaf goosefoot
chgi3: chaenactis gillespiei, steve`s dustymaiden
chgl12: chaetochloa glauca, pearl millet
chgl13: chamaesyce glyptosperma, ribseed sandmat
chgl3: chenopodium glaucum, oakleaf goosefoot
chgl7: chenopodium glabrescens, watson`s goosefoot
chgr12: chrysothamnus graveolens, rubber rabbitbrush
chgr15: chondrosum gracile, blue grama
chgr6: chrysothamnus greenei, greene`s rabbitbrush
chhi: chenopodium hians, hians goosefoot
chhi4: chrysopsis hirsutissima, hairy false goldenaster
chhi5: chrysopsis hispida, hairy false goldenaster
chhi9: chondrosum hirsutum, hairy grama
chho6: chrysothamnus howardii, parry`s rabbitbrush
chho7: chrysopsis horrida, hairy false goldenaster
chhu: chenopodium humile, marshland goosefoot
chhu4: chaenactis humilis, douglas` dustymaiden
chhu6: chenopodium humile, low goosefoot
chhy: chenopodium hybridum, mapleleaf goosefoot
chim3: chrysopsis imbricata, hairy false goldenaster
chin12: cheirinia inconspicua, shy wallflower
chin7: chamomilla inodora, scentless false mayweed
chit: chaetochloa italica, foxtail bristlegrass
chja: chionophila jamesii, rocky mountain snowlover
chla12: chamaenerion latifolium, dwarf fireweed
chla13: chamerion latifolium, dwarf fireweed
chla16: chaenactis latifolia, steve`s dustymaiden
chla20: chenopodium lanceolatum, lambsquarters
chle10: chaenactis leucopsis, alpine pincushion
chle4: chenopodium leptophyllum, narrowleaf goosefoot
chle80: chrysanthemum leucanthemum, oxeye daisy
chli3: chrysothamnus linifolius, spearleaf rabbitbrush
chlu3: chaetochloa lutescens, pearl millet
chma10: chamaesyce mathewsii, spotted sandmat
chma15: chamaesyce maculata, spotted sandmat
chma2: chelidonium majus, celandine
chme8: chaenactis mexicana, steve`s dustymaiden
chmi10: chaenactis minuscula, alpine dustymaiden
chmi8: chamaesyce missurica, prairie sandmat
chmo7: chrysopsis mollis, hairy false goldenaster
chmu2: chenopodium murale, nettleleaf goosefoot
chna2: chrysothamnus nauseosus, rubber rabbitbrush
chne9: chamaesyce neomexicana, thymeleaf sandmat
chni3: chrysopsis nitidula, rockyscree false goldenaster
chnu3: chamaesyce nuttallii, prairie sandmat
chnu4: chondrophylla nutans, tundra gentian
chnu8: chamaerhodos nuttallii, nuttall`s little rose
chob6: chenopodium oblongifolium, aridland goosefoot
choc2: chimaphila occidentalis, pipsissewa
chol5: chondrosum oligostachyum, blue grama
chol6: chenopodium olidum, watson`s goosefoot
chov: chenopodium overi, over`s goosefoot
chpa13: chrysothamnus parryi, parry`s rabbitbrush
chpa33: chrysanthemum parthenium, feverfew
chpa35: chaenactis panamintensis, douglas` dustymaiden
chpa5: chenopodium pallescens, slimleaf goosefoot
chpe7: chamaesyce petaloidea, prairie sandmat
chpl4: chamerion platyphyllum, fireweed
chpr11: chondrosum procumbens, matted grama
chpr12: chondrosum prostratum, matted grama
chpr5: chenopodium pratericola, desert goosefoot
chpu5: chrysopsis pumila, alpine false goldenaster
chra2: chaenactis ramosa, douglas` dustymaiden
chre5: cheirinia repanda, spreading wallflower
chre7: chrysopsis resinolens, rockyscree false goldenaster
chru: chenopodium rubrum, red goosefoot
chru4: chaenactis rubricaulis, douglas` dustymaiden
chsa2: chenopodium salinum, rocky mountain goosefoot
chsc: chamaechaenactis scaposa, fullstem
chse4: chamaesyce serpens, matted sandmat
chse6: chamaesyce serpyllifolia, thymeleaf sandmat
chsi2: chenopodium simplex, mapleleaf goosefoot
chsi3: cheilanthes siliquosa, indian`s dream
chsp6: chamerion spicatum, fireweed
chst: chaenactis stevioides, steve`s dustymaiden
chst2: chenopodium standleyanum, standley`s goosefoot
chst3: chenopodium strictum, lateflowering goosefoot
chst8: chamaesyce stictospora, slimseed sandmat
chsu10: chaenactis suksdorfii, douglas` dustymaiden
chsu11: chamerion subdentatum, dwarf fireweed
chsu13: chamaesyce supina, spotted sandmat
chsu2: chenopodium subglabrum, smooth goosefoot
chsu5: chamomilla suaveolens, disc mayweed
chsu7: chenopodium suecicum, lambsquarters
chtr10: chamaesyce tracyi, spotted sandmat
chtr7: chlorocrepis tristis, woolly hawkweed
chul: chrysanthemum uliginosum, common tansy
chum: chimaphila umbellata, pipsissewa
chva2: chrysothamnus vaseyi, vasey`s rabbitbrush
chve2: chloris verticillata, tumble windmill grass
chve7: chaetochloa verticillata, hooked bristlegrass
chvi10: chrysopsis villosa, hairy false goldenaster
chvi13: chaetochloa viridis, green bristlegrass
chvi15: chenopodium virgatum, leafy goosefoot
chvi8: chrysothamnus viscidiflorus, yellow rabbitbrush
chvu3: chrysanthemum vulgare, common tansy
chwa: chenopodium watsonii, watson`s goosefoot
chwi: chrysopsis wisconsinensis, hairy false goldenaster
chwo2: chenopodium wolfii, pinyon goosefoot
chzy: chamaesyce zygophylloides, prairie sandmat
ciac3: cirsium acaulescens, tioga thistle
cial: circaea alpina, small enchanter`s nightshade
ciam4: cirsium americanum, tioga thistle
ciar4: cirsium arvense, canada thistle
ciar5: cicer arietinum, chick pea
ciar9: cirsium aridum, desert thistle
ciau3: ciliaria austromontana, matted saxifrage
ciba: cirsium barnebyi, barneby`s thistle
cibu: cicuta bulbifera, bulblet-bearing water hemlock
cibu3: cirsium butleri, meadow thistle
cica11: cirsium canescens, prairie thistle
cica13: circaea canadensis
cica4: cirsium callilepis, fewleaf thistle
cica6: cirsium canovirens, graygreen thistle
cice: cirsium centaureae, fewleaf thistle
cico2: cirsium coloradense, colorado thistle
cico5: cirsium coccinatum, dwarf thistle
cida: cirsium davisii, jackson hole thistle
cidr2: cirsium drummondii, dwarf thistle
ciea: cirsium eatonii, eaton`s thistle
cier3: cirsium eriocephalum, mountain thistle
ciex: cicendia exaltata, desert centaury
cifl: cirsium flodmanii, flodman`s thistle
cifo: cirsium foliosum, elk thistle
cifr2: ciminalis fremontii, moss gentian
cihe4: cirsium hesperium, mountain thistle
cihe5: cirsium helleri, wavyleaf thistle
ciho: cirsium hookerianum, white thistle
ciin: cichorium intybus, chicory
ciin7: cirsium incanum, canada thistle
cike: cirsium kelseyi, meadow thistle
cila2: cinna latifolia, drooping woodreed
cila4: cirsium lacerum, meadow thistle
cila8: cirsium lanceolatum, bull thistle
cila9: circaea latifolia, broadleaf enchanter`s nightshade
cilu: circaea lutetiana, broadleaf enchanter`s nightshade
cima2: cicuta maculata, spotted water hemlock
cima3: cirsium magnificum, meadow thistle
cime7: cirsium megacephalum, wavyleaf thistle
cimi: cirsium minganense, meadow thistle
cine3: cirsium nebraskense, prairie thistle
cine4: cirsium nelsonii, prairie thistle
ciob2: cirsium oblanceolatum, flodman`s thistle
cioc2: cirsium ochrocentrum, yellowspine thistle
cioc3: cicuta occidentalis, spotted water hemlock
ciow: cirsium ownbeyi, ownbey`s thistle
cipa10: circaea pacifica, small enchanter`s nightshade
cipl2: cirsium plattense, prairie thistle
cipo: cirsium polyphyllum, eaton`s thistle
cipr3: ciminalis prostrata, pygmy gentian
cipu3: cirsium pulcherrimum, wyoming thistle
ciqu2: cirsium quercetorum, alameda county thistle
cire: cirsium remotifolium, fewleaf thistle
ciro2: cistanthe rosea, rosy pussypaws
cisc2: cirsium scariosum, meadow thistle
cisc3: cirsium scopulorum, mountain thistle
cise: cirsium setosum, canada thistle
cisu: cirsium subniveum, jackson hole thistle
citi: cirsium tioganum, stemless thistle
citw: cirsium tweedyi, eaton`s thistle
cium: cistanthe umbellata, mt. hood pussypaws
ciun: cirsium undulatum, wavyleaf thistle
civu: cirsium vulgare, bull thistle
clal10: clypeola alyssoides, pale madwort
clbe: claytonia bellidifolia, alpine springbeauty
clca: claytonia caroliniana, carolina springbeauty
clch2: claytonia chamissoi, water minerslettuce
clco2: clematis columbiana, rock clematis
clfl3: claytonia flava, lanceleaf springbeauty
clhi: clematis hirsutissima, hairy clematis
clla2: claytonia lanceolata, lanceleaf springbeauty
clli2: clematis ligusticifolia, western white clematis
clli4: claytonia linearis, narrowleaf minerslettuce
cllu2: cleome lutea, yellow spiderflower
clma6: clypeola maritima, sweet alyssum
clme: claytonia megarhiza, alpine springbeauty
clmi5: clypeola minus, alyssum
clmu: cleome multicaulis, slender spiderflower
clne2: clematis neomexicana, western white clematis
cloc2: clematis occidentalis, western blue virginsbower
clpe: claytonia perfoliata, miner`s lettuce
clpi2: cleome pinnata, desert princesplume
clps2: clematis pseudoalpina, rock clematis
clpu: clarkia pulchella, pinkfairies
clrh2: clementsia rhodantha, redpod stonecrop
clro5: claytonia rosea, western springbeauty
clru2: claytonia rubra, redstem springbeauty
clsc2: clematis scottii, scott`s clematis
clse: cleome serrulata, rocky mountain beeplant
clso2: cleome sonorae, slender spiderflower
clsu5: clematis suksdorfii, western white clematis
clte8: clematis tenuiloba, rock clematis
cltr2: claytonia triphylla, threeleaf lewisia
clum: claytonia umbellata, great basin springbeauty
clve3: clematis verticillaris, western blue virginsbower
cnoc: cnicus ochrocentrus, yellowspine thistle
cnpe: cnemidophacos pectinatus, narrowleaf milkvetch
cnti: cnicus tioganus, tioga thistle
coal80: cornus alba, redosier dogwood
coam10: convolvulus ambigens, field bindweed
coam8: corispermum americanum, american bugseed
coam9: convolvulus americanus, hedge false bindweed
coan8: commelina angustifolia, whitemouth dayflower
coar10: cochlearia armoracia, horseradish
coar4: convolvulus arvensis, field bindweed
coau2: corydalis aurea, scrambled eggs
coba6: cornus baileyi, redosier dogwood
cobi10: convallaria biflora, smooth solomon`s seal
cobi11: corallorrhiza bigelovii, vreeland`s coralroot
cobi2: cosmos bipinnatus, garden cosmos
cobr3: coeloglossum bracteatum, longbract frog orchid
coca12: coreopsis cardaminefolia, golden tickseed
coca13: cornus canadensis, bunchberry dogwood
coca27: cornella canadensis, bunchberry dogwood
coca5: conyza canadensis, canadian horseweed
coco23: corallorrhiza corallorrhiza, yellow coralroot
coco6: corylus cornuta, beaked hazelnut
cocr4: commelina crispa, whitemouth dayflower
cocr5: coreopsis crassifolia, lanceleaf tickseed
cocu2: corydalis curvisiliqua, curvepod fumewort
code: collomia debilis, alpine collomia
coem2: corispermum emarginatum, hairy bugseed
coer: commelina erecta, whitemouth dayflower
cofi6: coleogeton filiformis, fineleaf pondweed
cofo5: cogswellia foeniculacea, desert biscuitroot
cogr14: coleosanthus grandiflorus, tasselflower brickellbush
cogr2: collinsia grandiflora, giant blue eyed mary
cogr4: collomia grandiflora, grand collomia
cohe7: coreopsis heterogyna, lanceleaf tickseed
cohi5: coriflora hirsutissima, hairy clematis
coin5: cornus instolonea, redosier dogwood
coin6: cornus interior, redosier dogwood
coin7: convolvulus incanus, field bindweed
coin9: convolvulus interior, macoun`s false bindweed
cola5: coreopsis lanceolata, lanceleaf tickseed
coli2: collomia linearis, tiny trumpet
colu3: conopholis ludoviciana, louisiana broomrape
coma12: cogswellia macrocarpa, bigseed biscuitroot
coma2: conium maculatum, poison hemlock
coma23: corispermum marginale, american bugseed
coma4: corallorrhiza maculata, summer coralroot
come4: corallorrhiza mertensiana, pacific coralroot
comi5: coryphantha missouriensis, missouri foxtail cactus
como6: corydalis montana, curvepod fumewort
comu5: corallorrhiza multiflora, summer coralroot
cona: commelina nashii, whitemouth dayflower
conu2: coldenia nuttallii, nuttall`s crinklemat
cooc7: corallorrhiza ochroleuca, hooded coralroot
coor: conringia orientalis, hare`s ear mustard
coor3: corispermum orientale, american bugseed
coor8: cogswellia orientalis, northern idaho biscuitroot
copa26: comandra pallida, pale bastard toadflax
copa28: comarum palustre, purple marshlocks
cope9: coleogeton pectinatus, sago pondweed
cora5: cordylanthus ramosus, bushy bird`s beak
core5: convolvulus repens, hedge false bindweed
coro5: corylus rostrata, beaked hazelnut
cosc2: conioselinum scopulorum, rocky mountain hemlockparsley
cosc9: coriflora scottii, scott`s clematis
cose14: convolvulus sepium, hedge false bindweed
cose16: cornus sericea, redosier dogwood
cosi6: corispermum simplicissimum, american bugseed
cost: corallorrhiza striata, hooded coralroot
cost11: coreopsis stenophylla, golden tickseed
cost12: convallaria stellata, starry false lily of the vally
cost4: cornus stolonifera, redosier dogwood
cote: collomia tenella, diffuse collomia
cote11: collinsia tenella, maiden blue eyed mary
cote13: comastoma tenellum, dane`s dwarf gentian
coti3: coreopsis tinctoria, golden tickseed
coti4: cota tinctoria, golden chamomile
cotr3: corallorrhiza trifida, yellow coralroot
cova2: coronilla varia, purple crownvetch
cova9: coleogeton vaginatus, sheathed pondweed
covi12: cogswellia villosa, desert biscuitroot
covi5: corispermum villosum, hairy bugseed
covi6: coeloglossum viride, longbract frog orchid
covi9: coryphantha vivipara, spinystar
cowa5: corydalis washingtoniana, scrambled eggs
cowe: corispermum welshii, welsh`s bugseed
cowi: conimitella williamsii, williams` miterwort
cowi2: corallorrhiza wisteriana, spring coralroot
crab4: crataegus aboriginum, fireberry hawthorn
crac2: crepis acuminata, tapertip hawksbeard
crac3: cryptogramma acrostichoides, american rockbrake
craf: cryptantha affinis, quill cryptantha
cral2: crypsis alopecuroides, foxtail pricklegrass
cral5: crepis alpicola, fiddleleaf hawksbeard
cram3: cryptantha ambigua, basin cryptantha
cram6: crataegus ambrosia, fleshy hawthorn
crar10: crataegus ardula, fleshy hawthorn
crat: crepis atribarba, slender hawksbeard
crba3: crepis barbigera, slender hawksbeard
crbi6: crocanthemum bicknellii, hoary frostweed
crbi7: crataegus bicknellii, fleshy hawthorn
crbr11: cryptantha bradburiana, buttecandle
crbr12: critesion brachyantherum, meadow barley
crbr14: crataegus brunetiana, fireberry hawthorn
crca14: cryptantha calycosa, torrey`s cryptantha
crca19: crataegus caliciglabrata, fireberry hawthorn
crca7: cryptantha caespitosa, tufted cryptantha
crca8: cryptantha cana, mountain cryptantha
crce: cryptantha celosioides, buttecandle
crce2: crataegus celsa, fleshy hawthorn
crch: crataegus chrysocarpa, fireberry hawthorn
crch10: crunocallis chamissoi, water minerslettuce
crci2: cryptantha circumscissa, cushion cryptantha
crci3: cryptantha cinerea, james` cryptantha
crco31: crataegus coccinata, fireberry hawthorn
crco6: crataegus columbiana, black hawthorn
crde10: cryptogramma densa, indian`s dream
crdi15: crataegus divida, fleshy hawthorn
crdo2: crataegus douglasii, black hawthorn
crea: cryptantha eastwoodiae, torrey`s cryptantha
crel: crepis elegans, elegant hawksbeard
crer: crataegus erythropoda, cerro hawthorn
crfa4: crataegus faxonii, fireberry hawthorn
crfe3: cryptantha fendleri, sanddune cryptantha
crfe6: crataegus ferta, fleshy hawthorn
crfl10: crataegus florifera, fleshy hawthorn
crfl12: cryptantha flexulosa, torrey`s cryptantha
crfl5: cryptantha flava, brenda`s yellow cryptantha
crfl6: cryptantha flavoculata, roughseed cryptantha
crge2: crataegus gemmosa, fleshy hawthorn
crgl5: crepis glauca, fiddleleaf hawksbeard
crgl6: crepis glaucella, fiddleleaf hawksbeard
crgr3: cryptantha gracilis, narrowstem cryptantha
cril3: crataegus illuminata, fireberry hawthorn
crin11: crataegus integriloba, fleshy hawthorn
crin27: crataegus incerta, fleshy hawthorn
crin4: crepis intermedia, limestone hawksbeard
crja2: cryptantha jamesii, james` cryptantha
crja6: crataegus jackii, fireberry hawthorn
crju2: critesion jubatum, foxtail barley
crke: cryptantha kelseyana, kelsey`s cryptantha
crla12: crataegus laxiflora, fleshy hawthorn
crla5: crataegus laurentiana, miss jones` hawthorn
crle14: crataegus leucantha, fleshy hawthorn
crma14: crataegus macracantha, fleshy hawthorn
crma16: cryptantha macounii, buttecandle
crma17: crocanthemum majus, hoary frostweed
crme10: crataegus mercerensis, fireberry hawthorn
crmi5: cryptantha minima, little cryptantha
crmo12: crataegus mortonis, fleshy hawthorn
crmo4: crepis modocensis, modoc hawksbeard
